id,korean,romanization,english,partOfSpeech,topikLevel,category,labels,lessons,sources,primarySource,sourceGroup,sourceType
kv0096,보내다,bo-nae-da,to send / spend (time),verb,1,time-calendar,time-calendar|daily-life-actions,bab13,bab13|test-intermediate-advanced-2|topik-core,bab13,bab,workbook+topik
kv0097,아주,a-ju,very,adverb,1,adverbs-connectors,adverbs-connectors,bab11|bab12|bab13|bab16,bab11|bab12|bab13|bab16|test-level-2-mock|test-level-2-practice|test-reading-20|topik-core,bab11,bab,workbook+topik
kv0098,높다,nop-da,to be high,adjective,1,descriptions-qualities,descriptions-qualities,bab05,bab05|topik-core,bab05,bab,workbook+topik
kv0099,컴퓨터,keom-pyu-teo,computer,noun,1,general-core,general-core,bab02|bab03|bab04|bab06|bab07|bab15|bab18|bab20,bab02|bab03|bab04|bab06|bab07|bab15|bab18|bab20|topik-core,bab02,bab,workbook+topik
kv0100,얼마나,eol-ma-na,how much / how long,adverb,1,descriptions-qualities,descriptions-qualities,bab16|bab17|bab18|bab19,bab16|bab17|bab18|bab19|test-level-1-2-practice|topik-core,bab16,bab,workbook+topik
kv0101,열다,yeol-da,to open,verb,1,daily-life-actions,daily-life-actions,bab17,bab17|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab17,bab,workbook+topik
kv0102,머리,meo-ri,head / hair,noun,1,clothing-appearance,clothing-appearance|body-health,bab19,bab19|topik-core,bab19,bab,workbook+topik
kv0103,아,a,oh dear,interjection,1,body-health,body-health,bab03|bab05|bab17|bab20,bab03|bab05|bab17|bab20|test-level-2-practice|test-intermediate-advanced-2|topik-core,bab03,bab,workbook+topik
kv0104,기다리다,gi-da-ri-da,to wait,verb,1,travel-movement,travel-movement,bab17,bab17|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab17,bab,workbook+topik
kv0105,분,bun,minute / person (honorific),dependent noun,1,people-occupations,people-occupations|time-calendar,bab09|bab16|bab19,topik1-vocab|bab09|bab16|bab19|test-intermediate-1|test-level-1-2-practice|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0106,오늘,o-neul,today,noun,1,time-calendar,time-calendar,bab04|bab06|bab08|bab11|bab12|bab13|bab14|bab15|bab16|bab17,topik1-vocab|bab04|bab06|bab08|bab11|bab12|bab13|bab14|bab15|bab16|bab17|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0107,방,bang,room,noun,1,places-buildings,places-buildings|home-household,bab05|bab07|bab11|bab18,bab05|bab07|bab11|bab18|test-intermediate-1|test-intermediate-advanced-2|topik-core,bab05,bab,workbook+topik
kv0108,아침,a-chim,morning / breakfast,noun,1,time-calendar,time-calendar,bab10|bab11|bab12|bab13|bab15|bab18,topik1-vocab|bab10|bab11|bab12|bab13|bab15|bab18|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0109,아름답다,a-reum-dap-da,to be beautiful,adjective,1,clothing-appearance,clothing-appearance|descriptions-qualities,bab13,bab13|topik-core,bab13,bab,workbook+topik
kv0110,영화,yeong-hoa,movie / film,noun,1,hobbies-sports,hobbies-sports,bab04|bab05|bab12|bab13|bab14|bab15|bab20,bab04|bab05|bab12|bab13|bab14|bab15|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,bab04,bab,workbook+topik
kv0111,정말,jeong-mal,really,adverb,1,verbs-actions,verbs-actions,bab17|bab19,bab17|bab19|test-level-2-mock|test-level-2-practice|test-topik-ii-level-3-practice-2|topik-core,bab17,bab,workbook+topik
kv0112,밥,bap,cooked rice / meal,noun,1,people-occupations,people-occupations|food-drink,bab03|bab10|bab11|bab20,topik1-vocab|bab03|bab10|bab11|bab20|test-level-2-practice|test-reading-skills-set|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0113,입다,ip-da,to wear (clothes),verb,1,clothing-appearance,clothing-appearance|body-health,bab05|bab15,bab05|bab15|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab05,bab,workbook+topik
kv0114,네,ne,yes,interjection,1,general-core,general-core,bab01|bab02|bab04|bab05|bab06|bab07|bab11|bab12|bab13|bab14|bab15|bab16|bab18|bab19,topik1-vocab|bab01|bab02|bab04|bab05|bab06|bab07|bab11|bab12|bab13|bab14|bab15|bab16|bab18|bab19|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-reading-skills-set|test-intermediate-advanced-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0115,그림,geu-rim,picture / drawing,noun,1,hobbies-sports,hobbies-sports,bab06|bab12|bab20,bab06|bab12|bab20|test-reading-20|topik-core,bab06,bab,workbook+topik
kv0116,마시다,ma-si-da,to drink,verb,1,daily-life-actions,daily-life-actions,bab03|bab08|bab11|bab14|bab15|bab20,topik1-vocab|bab03|bab08|bab11|bab14|bab15|bab20|test-intermediate-1|test-level-2-practice|test-reading-20|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0117,치다,chi-da,"to attack, assault",verb,1,verbs-actions,verbs-actions,bab12,bab12|test-topik-ii-level-3-practice-2|topik-core,bab12,bab,workbook+topik
kv0118,혼자,hon-ja,alone,adverb,1,adverbs-connectors,adverbs-connectors,bab18|bab19,bab18|bab19|test-intermediate-1|test-intermediate-reading-1|topik-core,bab18,bab,workbook+topik
kv0119,술,sul,alcohol / alcoholic drink,noun,1,food-drink,food-drink,bab12|bab18|bab20,bab12|bab18|bab20|topik-core,bab12,bab,workbook+topik
kv0120,전화,jeon-hoa,telephone,noun,1,communication-media,communication-media,bab03|bab20,bab03|bab20|test-level-2-practice|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,bab03,bab,workbook+topik
kv0121,끝나다,ggeut-na-da,to end / finish,verb,1,time-calendar,time-calendar,bab09|bab19,bab09|bab19|test-intermediate-1|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,bab09,bab,workbook+topik
kv0122,커피,keo-pi,coffee,noun,1,food-drink,food-drink,bab02|bab03|bab05|bab06|bab11|bab14|bab15|bab20,topik1-vocab|bab02|bab03|bab05|bab06|bab11|bab14|bab15|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0123,길다,gil-da,to be long,adjective,1,descriptions-qualities,descriptions-qualities,bab05,bab05|test-level-1-2-practice|test-reading-20|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,bab05,bab,workbook+topik
kv0124,회사,hoi-sa,a company,noun,1,general-core,general-core,bab03|bab04,topik1-vocab|topik2-level3-vocab|topik2-level4-vocab|bab03|bab04|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0125,음식,eum-sik,food,noun,1,food-drink,food-drink,bab05|bab10|bab12|bab17|bab18|bab20,topik2-level3-vocab|bab05|bab10|bab12|bab17|bab18|bab20|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik2-level3-vocab,topik-vocab,workbook+topik
kv0126,요즘,yo-jeum,"recently, nowadays",noun,1,time-calendar,time-calendar,bab12|bab16|bab18|bab19,bab12|bab16|bab18|bab19|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab12,bab,workbook+topik
kv0127,가족,ga-jok,family,noun,1,family-relationships,family-relationships,bab11,topik1-vocab|bab11|test-intermediate-1|test-reading-20|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0128,세,se,three,determiner,1,questions-pronouns,questions-pronouns,bab09|bab15,bab09|bab15|test-level-1-2-practice|test-reading-20|topik-core,bab09,bab,workbook+topik
kv0129,차,cha,tea,noun,1,food-drink,food-drink,bab14|bab20,topik1-vocab|bab14|bab20|test-intermediate-1|test-level-2-mock|test-level-2-practice|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0130,놀다,nol-da,to play / hang out,verb,1,verbs-actions,verbs-actions,bab17,bab17|topik-core,bab17,bab,workbook+topik
kv0131,나이,na-i,age,noun,1,general-core,general-core,bab11,topik1-vocab|bab11|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0132,좋아하다,joh-a-ha-da,to like,verb,1,feelings-emotions,feelings-emotions,bab06|bab10|bab11|bab15|bab19,topik1-vocab|bab06|bab10|bab11|bab15|bab19|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0133,그리다,geu-ri-da,to draw,verb,1,verbs-actions,verbs-actions,bab06|bab20,bab06|bab20|topik-core,bab06,bab,workbook+topik
kv0134,배우다,bae-u-da,to learn,verb,1,school-study,school-study|body-health,bab03|bab04|bab06|bab14,topik1-vocab|bab03|bab04|bab06|bab14|test-intermediate-1|test-level-2-mock|test-reading-skills-set|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0135,옆,yeop,side / next to,noun,1,general-core,general-core,bab07|bab13,bab07|bab13|test-intermediate-1|topik-core,bab07,bab,workbook+topik
kv0136,어,eo,"oh, well, why",interjection,1,general-core,general-core,bab05|bab17,bab05|bab17|test-level-1-2-practice|test-level-2-mock|test-intermediate-advanced-2|topik-core,bab05,bab,workbook+topik
kv0137,아래,a-rae,below / underneath,noun,1,transport-directions,transport-directions|descriptions-qualities,bab07,bab07|topik-core,bab07,bab,workbook+topik
kv0138,그럼,geu-reom,certainly or of course,adverb,1,verbs-actions,verbs-actions,bab15,bab15|topik-core,bab15,bab,workbook+topik
kv0139,배,bae,stomach / boat / pear,noun,1,transport-directions,transport-directions|body-health,bab07|bab16|bab17|bab18,bab07|bab16|bab17|bab18|topik-core,bab07,bab,workbook+topik
kv0140,산,san,mountain,noun,1,animals-nature,animals-nature,bab07|bab17|bab18|bab20,bab07|bab17|bab18|bab20|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,bab07,bab,workbook+topik
kv0141,꽃,ggoch,flower,noun,1,animals-nature,animals-nature|descriptions-qualities,bab11|bab13|bab15,bab11|bab13|bab15|test-level-2-practice|topik-core,bab11,bab,workbook+topik
kv0142,노래,no-rae,song,noun,1,hobbies-sports,hobbies-sports,bab06|bab12|bab17|bab20,bab06|bab12|bab17|bab20|topik-core,bab06,bab,workbook+topik
kv0143,바다,ba-da,sea / ocean,noun,1,animals-nature,animals-nature,bab10|bab13|bab14|bab18,bab10|bab13|bab14|bab18|topik-core,bab10,bab,workbook+topik
kv0144,공부,gong-bu,study,noun,1,school-study,school-study,bab06|bab10,bab06|bab10|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-reading-20|test-intermediate-advanced-2|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,bab06,bab,workbook+topik
kv0145,언니,eon-ni,older sister (female speaker),noun,1,family-relationships,family-relationships|communication-media,bab11,topik1-vocab|bab11|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0146,불,bul,fire; a light/lamp,noun,1,descriptions-qualities,descriptions-qualities,bab13,bab13|test-level-2-mock|test-intermediate-advanced-2|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,bab13,bab,workbook+topik
kv0147,신문,sin-mun,newspaper,noun,1,communication-media,communication-media,bab03|bab11|bab12|bab20,bab03|bab11|bab12|bab20|test-intermediate-advanced-2|topik-core,bab03,bab,workbook+topik
kv0148,기분,gi-bun,mood,noun,1,general-core,general-core,bab12|bab20,bab12|bab20|test-intermediate-reading-3|topik-core,bab12,bab,workbook+topik
kv0149,옷,os,clothes,noun,1,clothing-appearance,clothing-appearance,bab13|bab15|bab18|bab20,bab13|bab15|bab18|bab20|test-intermediate-1|test-reading-skills-set|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,bab13,bab,workbook+topik
kv0150,할머니,hal-meo-ni,grandmother,noun,1,family-relationships,family-relationships,bab11|bab20,topik1-vocab|bab11|bab20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0151,이야기하다,i-ya-gi-ha-da,to talk / tell a story,verb,1,communication-media,communication-media,bab06|bab08|bab20,bab06|bab08|bab20|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,bab06,bab,workbook+topik
kv0152,자다,ja-da,to sleep,verb,1,daily-life-actions,daily-life-actions,bab06|bab09|bab11|bab15|bab20,topik1-vocab|bab06|bab09|bab11|bab15|bab20|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0153,빨리,bbal-ri,quickly,adverb,1,adverbs-connectors,adverbs-connectors,bab15,topik1-vocab|bab15|test-intermediate-1|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0154,둘,dul,"two; bi, couple, dyad",numeral,1,numbers-counters,numbers-counters,bab09,topik1-vocab|bab09|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0155,살,sal,years old,dependent noun,1,time-calendar,time-calendar|body-health,bab13|bab20,bab13|bab20|test-level-1-2-practice|test-intermediate-advanced-2|test-intermediate-reading-1|topik-core,bab13,bab,workbook+topik
kv0156,아프다,a-peu-da,to hurt / be sick,adjective,1,body-health,body-health,bab12|bab16|bab19|bab20,bab12|bab16|bab19|bab20|topik-core,bab12,bab,workbook+topik
kv0157,적다,jeok-da,to be few / little,adjective,1,descriptions-qualities,descriptions-qualities,bab05,topik1-vocab|bab05|test-level-2-mock|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0158,고향,go-hyang,hometown,noun,1,places-buildings,places-buildings|home-household,bab12|bab13|bab20,bab12|bab13|bab20|topik-core,bab12,bab,workbook+topik
kv0159,은행,eun-haeng,bank,noun,1,places-buildings,places-buildings,bab04|bab07,topik1-vocab|bab04|bab07|test-intermediate-1|test-level-2-mock|test-intermediate-reading-3|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0160,동생,dong-saeng,younger sibling,noun,1,family-relationships,family-relationships,bab11|bab12|bab13,bab11|bab12|bab13|topik-core,bab11,bab,workbook+topik
kv0161,오후,o-hu,the afternoon,noun,1,general-core,general-core,bab09,topik1-vocab|bab09|test-intermediate-1|test-level-1-2-practice|test-level-2-mock|test-level-2-practice|test-reading-skills-set|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0162,달,dal,a month,dependent noun,1,time-calendar,time-calendar,bab13|bab20,bab13|bab20|topik-core,bab13,bab,workbook+topik
kv0163,참,cham,"really, truly",adverb,1,verbs-actions,verbs-actions,bab19,bab19|test-intermediate-reading-3|topik-core,bab19,bab,workbook+topik
kv0164,병원,byeong-ueon,hospital,noun,1,places-buildings,places-buildings,bab04|bab08|bab18,topik1-vocab|bab04|bab08|bab18|test-intermediate-1|test-level-2-mock|test-reading-skills-set|test-intermediate-advanced-2|test-intermediate-reading-3|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0165,경찰,gyeong-chal,police officer,noun,1,people-occupations,people-occupations,bab01|bab02|bab11,topik1-vocab|bab01|bab02|bab11|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0166,그러면,geu-reo-myeon,then / in that case,conjunction,1,adverbs-connectors,adverbs-connectors|clothing-appearance,bab18|bab19|bab20,bab18|bab19|bab20|topik-core,bab18,bab,workbook+topik
kv0167,넓다,neolp-da,to be wide / spacious,adjective,1,descriptions-qualities,descriptions-qualities,bab05|bab06|bab13,bab05|bab06|bab13|topik-core,bab05,bab,workbook+topik
kv0168,시험,si-heom,exam / test,noun,1,school-study,school-study,bab08|bab09|bab19,topik2-level3-vocab|topik2-level4-vocab|bab08|bab09|bab19|test-intermediate-1|test-level-2-mock|test-level-2-practice|test-reading-20|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,topik2-level3-vocab,topik-vocab,workbook+topik
kv0169,잠,jam,sleep,noun,1,general-core,general-core,bab06|bab09|bab20,bab06|bab09|bab20|test-intermediate-advanced-2|test-intermediate-reading-3|topik-core,bab06,bab,workbook+topik
kv0170,가깝다,ga-ggap-da,to be near / close,adjective,1,body-health,body-health|descriptions-qualities,bab05|bab20,bab05|bab20|test-level-2-practice|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,bab05,bab,workbook+topik
kv0171,열심히,yeol-sim-hi,"enthusiastically, with zeal",adverb,1,communication-media,communication-media,bab15|bab17,bab15|bab17|test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-topik-ii-level-3-practice-2|topik-core,bab15,bab,workbook+topik
kv0172,일하다,il-ha-da,to work,verb,1,verbs-actions,verbs-actions,bab03|bab04|bab20,topik1-vocab|bab03|bab04|bab20|test-level-2-mock|test-reading-skills-set|topik-core,topik1-vocab,topik-vocab,workbook+topik
kv0173,조금,jo-geum,a little,adverb,1,adverbs-connectors,adverbs-connectors,bab04|bab05|bab11|bab15|bab16|bab17|bab18,topik1-vocab|bab04|bab05|bab11|bab15|bab16|bab17|bab18|test-intermediate-1|test-level-2-mock|test-level-2-practice|test-intermediate-advanced-2|test-intermediate-reading-3|test-intermediate-reading-1|test-topik-ii-level-3-practice-2|topik-core,topik1-vocab,topik-vocab,workbook+topik
